Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,DailyPositive,CumulativePositive,CrudeRatePositive,DailyDeaths,CumulativeDeaths,CrudeRateDeaths,CumulativeNegative,CrudeRateNegative
20200425,S92000003,Male,"",65 to 74,"",2,653,235.91125690483,3,178,64.3065907030011,2040,736.99688221417
20200425,S92000003,Male,"",75 to 84,"",10,838,567.235707420093,6,307,207.805921453423,1955,1323.32435322945
20200425,S92000003,Male,"",85plus,"",6,540,1202.86013409663,11,198,441.048715835431,1158,2579.46673200722
20200425,S92000003,Male,"",Total,d,58,4474,168.005818994571,21,775,29.1024831740708,16446,617.573468749378
20200425,S92000003,Total,d,15 to 19,"",1,75,26.599706339242,0,0,0,884,313.521872051866
20200425,S92000003,Total,d,20 to 24,"",13,332,95.55166697366,0,0,0,1658,477.182722416651
20200425,S92000003,Total,d,25 to 44,"",48,2400,168.578155642592,0,9,0.632168083659719,10711,752.35026045325
20200425,S92000003,Total,d,45 to 64,"",65,3841,256.00454289759,1,133,8.86451554422793,12354,823.400188220992
20200425,S92000003,Total,d,65 to 74,"",6,1119,193.498184333391,4,257,44.4406017637904,3955,683.901089399965
20200425,S92000003,Total,d,75 to 84,"",22,1629,480.874252416179,12,506,149.369166189433,4166,1229.78645522763
20200425,S92000003,Total,d,85plus,"",28,1493,1174.78577667267,30,453,356.448731971012,2963,2331.47371485675
20200425,S92000003,Total,d,Total,d,184,10976,200.904215400948,47,1358,24.8567715483316,41023,750.883165852141
20200426,S92000003,Female,"",15 to 19,"",1,46,33.3851044373158,0,0,0,494,358.526991131174
20200426,S92000003,Female,"",20 to 24,"",6,254,148.200011669292,0,0,0,1067,622.556741933602
20200426,S92000003,Female,"",25 to 44,"",34,1608,223.185163183331,0,3,0.416390229819648,6762,938.543578013486
20200426,S92000003,Female,"",45 to 64,"",37,2295,296.51737436772,0,47,6.07246910469841,7257,937.615070059497
20200426,S92000003,Female,"",65 to 74,"",9,471,156.218387335365,6,85,28.1922779692273,1925,638.472177538383
20200426,S92000003,Female,"",75 to 84,"",7,798,417.748555155373,7,206,107.839852583969,2259,1182.57391741352
20200426,S92000003,Female,"",85plus,"",15,968,1177.70153539188,13,268,326.057863104363,1845,2244.68939338638
20200426,S92000003,Female,"",Total,d,109,6482,231.47544706865,26,609,21.7476931911151,23681,845.660299603935
20200426,S92000003,Male,"",15 to 19,"",0,28,19.4212468440474,0,0,0,378,262.18683239464
20200426,S92000003,Male,"",20 to 24,"",1,78,44.3015687299081,0,0,0,533,302.727386321039
20200426,S92000003,Male,"",25 to 44,"",8,778,110.638031610054,0,6,0.853249601105811,3561,506.403638256299
20200426,S92000003,Male,"",45 to 64,"",21,1544,212.561211158362,2,88,12.114887682601,4715,649.110175266631
20200426,S92000003,Male,"",65 to 74,"",9,662,239.162713738128,0,178,64.3065907030011,2083,752.531620417704
20200426,S92000003,Male,"",75 to 84,"",12,850,575.358414447588,5,312,211.190382714879,2006,1357.84585809631
20200426,S92000003,Male,"",85plus,"",10,550,1225.13532176509,10,208,463.323903503887,1173,2612.8795135099
20200426,S92000003,Male,"",Total,d,63,4537,170.371569239689,17,792,29.7408602243407,16752,629.064255654237
20200426,S92000003,Total,d,15 to 19,"",1,76,26.9543690904319,0,0,0,898,318.487150568524
20200426,S92000003,Total,d,20 to 24,"",7,339,97.5663105544299,0,0,0,1696,488.119358997974
20200426,S92000003,Total,d,25 to 44,"",42,2442,171.528273366337,0,9,0.632168083659719,10926,767.452053562899
20200426,S92000003,Total,d,45 to 64,"",58,3899,259.870271480787,2,135,8.99781652985542,12608,840.329413395683
20200426,S92000003,Total,d,65 to 74,"",18,1137,196.610755663151,6,263,45.478125540377,4036,697.907660383884
20200426,S92000003,Total,d,75 to 84,"",19,1648,486.482976047798,12,518,152.911517956771,4271,1260.78203319184
20200426,S92000003,Total,d,85plus,"",25,1518,1194.45734024723,23,476,374.546570459606,3018,2374.75115472078
20200426,S92000003,Total,d,Total,d,172,11148,204.05249574433,43,1401,25.6438416341771,41830,765.654457928358
20200427,S92000003,Female,"",15 to 19,"",3,49,35.5623938571408,0,0,0,528,383.20293788919
20200427,S92000003,Female,"",20 to 24,"",18,272,158.702374700974,0,0,0,1138,663.982729447459
20200427,S92000003,Female,"",25 to 44,"",67,1675,232.484544982637,1,4,0.555186973092863,7141,991.147543714034
20200427,S92000003,Female,"",45 to 64,"",110,2405,310.729536102121,2,49,6.33087204532388,7695,994.205314056474
20200427,S92000003,Female,"",65 to 74,"",10,481,159.53512591998,4,89,29.5189734030733,2000,663.347716922995
20200427,S92000003,Female,"",75 to 84,"",24,822,430.312421475836,8,214,112.027808024123,2357,1233.87637155541
20200427,S92000003,Female,"",85plus,"",56,1024,1245.83302917488,15,283,344.307370367667,1947,2368.78604277685
20200427,S92000003,Female,"",Total,d,291,6773,241.867201943222,30,639,22.819008126638,24927,890.155579925986
20200427,S92000003,Male,"",15 to 19,"",2,30,20.8084787614793,0,0,0,394,273.284687734095
20200427,S92000003,Male,"",20 to 24,"",1,79,44.8695375597787,0,0,0,581,329.989890154828
20200427,S92000003,Male,"",25 to 44,"",30,808,114.904279615583,0,6,0.853249601105811,3812,542.097913235892
20200427,S92000003,Male,"",45 to 64,"",49,1593,219.30700089072,5,93,12.8032335736578,5006,689.171906126141
20200427,S92000003,Male,"",65 to 74,"",15,677,244.581808460291,5,183,66.1129556103888,2172,784.684915769204
20200427,S92000003,Male,"",75 to 84,"",19,869,588.219367241123,11,323,218.636197490084,2073,1403.19763899982
20200427,S92000003,Male,"",85plus,"",22,572,1274.14073463569,9,217,483.371572405498,1237,2755.44071458802
20200427,S92000003,Male,"",Total,d,139,4676,175.591240415426,30,822,30.8674079601112,17622,661.734139991581
20200427,S92000003,Total,d,15 to 19,"",5,81,28.7276828463814,0,0,0,948,336.220288128019
20200427,S92000003,Total,d,20 to 24,"",19,358,103.034628845091,0,0,0,1815,522.368299871063
20200427,S92000003,Total,d,25 to 44,"",97,2539,178.341640490225,1,10,0.702408981844133,11556,811.70381941908
20200427,S92000003,Total,d,45 to 64,"",159,4058,270.467699838173,7,142,9.46436997955163,13337,888.917622656902
20200427,S92000003,Total,d,65 to 74,"",25,1162,200.933771398928,9,272,47.0344112052568,4200,726.266643610583
20200427,S92000003,Total,d,75 to 84,"",43,1691,499.176403214094,19,537,158.520241588391,4436,1309.48936999274
20200427,S92000003,Total,d,85plus,"",78,1596,1255.83261859986,24,500,393.431271491183,3184,2505.37033685585
20200427,S92000003,Total,d,Total,d,430,11578,211.923196602786,60,1461,26.742078963264,43946,804.385627734153
20200428,S92000003,Female,"",15 to 19,"",2,51,37.0139201370241,0,0,0,554,402.072779527673
20200428,S92000003,Female,"",20 to 24,"",19,291,169.788202345528,0,0,0,1225,714.744150767256
20200428,S92000003,Female,"",25 to 44,"",68,1743,241.922723525215,1,5,0.693983716366079,7545,1047.22142799641
20200428,S92000003,Female,"",45 to 64,"",76,2481,320.548847845888,2,51,6.58927498594934,8123,1049.50354335032
20200428,S92000003,Female,"",65 to 74,"",16,497,164.841907655364,1,90,29.8506472615348,2071,686.896560873762
20200428,S92000003,Female,"",75 to 84,"",27,849,444.446771086356,7,221,115.692269034257,2449,1282.03785911718
20200428,S92000003,Female,"",85plus,"",47,1071,1303.0148185999,10,293,356.473708543203,2046,2489.23279071465
20200428,S92000003,Female,"",Total,d,255,7028,250.973378895167,21,660,23.568928581504,26182,934.972254728695
20200428,S92000003,Male,"",15 to 19,"",0,30,20.8084787614793,0,0,0,414,287.157006908415
20200428,S92000003,Male,"",20 to 24,"",4,83,47.1414128792612,0,0,0,623,353.844581009394
20200428,S92000003,Male,"",25 to 44,"",16,824,117.179611885198,0,6,0.853249601105811,4055,576.654522080678
20200428,S92000003,Male,"",45 to 64,"",39,1632,224.676098840963,2,95,13.0785719300806,5313,731.436343837033
20200428,S92000003,Male,"",65 to 74,"",19,696,251.445995108364,3,186,67.1967745548214,2264,817.922030065138
20200428,S92000003,Male,"",75 to 84,"",30,899,608.526134809861,5,328,222.02065875154,2162,1463.44104945375
20200428,S92000003,Male,"",85plus,"",17,589,1312.00855367206,9,226,503.419241307108,1282,2855.67905909607
20200428,S92000003,Male,"",Total,d,125,4801,180.285189314469,19,841,31.5808881927658,18505,694.892195014425
20200428,S92000003,Total,d,15 to 19,"",2,83,29.4370083487612,0,0,0,994,352.534774682754
20200428,S92000003,Total,d,20 to 24,"",23,381,109.65417203905,0,0,0,1944,559.495303002395
20200428,S92000003,Total,d,25 to 44,"",84,2623,184.241875937716,1,11,0.772649880028546,12203,857.149680544395
20200428,S92000003,Total,d,45 to 64,"",115,4173,278.132506511753,4,146,9.7309719508066,14072,937.905734875004
20200428,S92000003,Total,d,65 to 74,"",35,1197,206.985993429016,4,276,47.7260937229812,4363,754.452706207851
20200428,S92000003,Total,d,75 to 84,"",57,1748,516.002574108951,12,549,162.062593355729,4617,1362.91984248342
20200428,S92000003,Total,d,85plus,"",64,1660,1306.19182135073,19,519,408.381659807848,3328,2618.67854304532
20200428,S92000003,Total,d,Total,d,380,11958,218.878699687002,40,1501,27.4742371826552,46084,843.519484560614
20200429,S92000003,Female,"",15 to 19,"",6,57,41.368498976674,0,0,0,586,425.297200005806
20200429,S92000003,Female,"",20 to 24,"",17,308,179.707100764339,0,0,0,1348,786.510298150417
20200429,S92000003,Female,"",25 to 44,"",88,1831,254.136836933258,0,5,0.693983716366079,8184,1135.912546948
20200429,S92000003,Female,"",45 to 64,"",85,2566,331.53097282247103,2,53,6.8476779265748,8792,1135.93932698954
20200429,S92000003,Female,"",65 to 74,"",15,512,169.817015532287,1,91,30.1823211199963,2193,727.360771606064
20200429,S92000003,Female,"",75 to 84,"",33,882,461.722087276991,3,224,117.262752324315,2569,1344.85719071949
20200429,S92000003,Female,"",85plus,"",45,1116,1357.76334038981,17,310,377.156483441614,2154,2620.62924301044
20200429,S92000003,Female,"",Total,d,291,7319,261.365133769739,23,683,24.3902700320716,28056,1001.89372770103
20200429,S92000003,Male,"",15 to 19,"",3,33,22.8893266376273,0,0,0,447,310.046333546042
20200429,S92000003,Male,"",20 to 24,"",8,91,51.6851635182261,0,0,0,676,383.946928992537
20200429,S92000003,Male,"",25 to 44,"",29,853,121.303651623876,0,6,0.853249601105811,4500,639.937200829359
20200429,S92000003,Male,"",45 to 64,"",45,1677,230.871211860475,0,95,13.0785719300806,5763,793.387474032151
20200429,S92000003,Male,"",65 to 74,"",10,706,255.058724923139,1,187,67.5580475362989,2408,869.945339397902
20200429,S92000003,Male,"",75 to 84,"",23,922,624.09465661256,4,332,224.728227760705,2263,1531.80716693517
20200429,S92000003,Male,"",85plus,"",21,610,1358.78644777582,9,235,523.466910208718,1344,2993.7852226405
20200429,S92000003,Male,"",Total,d,139,4940,185.504860490206,14,855,32.1066104694587,19856,745.624394715289
20200429,S92000003,Total,d,15 to 19,"",9,92,32.6289731094702,0,0,0,1059,375.587853510097
20200429,S92000003,Total,d,20 to 24,"",25,406,116.849327684656,0,0,0,2120,610.149198747467
20200429,S92000003,Total,d,25 to 44,"",117,2740,192.460061025292,0,11,0.772649880028546,13287,933.290814176299
20200429,S92000003,Total,d,45 to 64,"",130,4303,286.79707057754,2,148,9.86427293643409,15191,1012.48763633358
20200429,S92000003,Total,d,65 to 74,"",25,1222,211.309009164793,2,278,48.0719349818433,4629,800.449593636521
20200429,S92000003,Total,d,75 to 84,"",56,1804,532.533549023197,7,556,164.12896522001,4838,1428.15815419857
20200429,S92000003,Total,d,85plus,"",66,1726,1358.12474918756,26,545,428.84008592539,3498,2752.44517535232
20200429,S92000003,Total,d,Total,d,430,12388,226.749400545458,37,1538,28.151483535592,49309,902.54974099903
20200430,S92000003,Female,"",15 to 19,"",0,57,41.368498976674,0,0,0,626,454.327725603472
20200430,S92000003,Female,"",20 to 24,"",15,323,188.459069957407,0,0,0,1467,855.942587082093
20200430,S92000003,Female,"",25 to 44,"",53,1884,261.493064326739,0,5,0.693983716366079,8831,1225.71403984577
20200430,S92000003,Female,"",45 to 64,"",54,2620,338.50785221935803,1,54,6.97687939688754,9509,1228.57678120377
20200430,S92000003,Female,"",65 to 74,"",13,525,174.128775692286,2,93,30.8456688369193,2342,776.780176516828
20200430,S92000003,Female,"",75 to 84,"",38,920,481.614875617723,5,229,119.880224474412,2748,1438.56269369294
20200430,S92000003,Female,"",85plus,"",53,1169,1422.24493272015,12,322,391.756089252257,2329,2833.54016108232
20200430,S92000003,Female,"",Total,d,229,7548,269.542837777564,20,703,25.1044799890869,30148,1076.60008920482
20200430,S92000003,Male,"",15 to 19,"",1,34,23.5829425963433,0,0,0,479,332.242044224954
20200430,S92000003,Male,"",20 to 24,"",1,92,52.2531323480967,0,0,0,750,425.976622402963
20200430,S92000003,Male,"",25 to 44,"",26,879,125.001066562001,0,6,0.853249601105811,4909,698.100381971405
20200430,S92000003,Male,"",45 to 64,"",26,1703,234.450610493971,2,97,13.3539102865033,6197,853.135897375888
20200430,S92000003,Male,"",65 to 74,"",14,720,260.116546663825,8,195,70.4482313881192,2545,919.439737860325
20200430,S92000003,Male,"",75 to 84,"",22,944,638.986286162969,9,341,230.820258031327,2428,1643.49438856323
20200430,S92000003,Male,"",85plus,"",16,626,1394.42674804535,4,239,532.376985276101,1433,3192.03439288976
20200430,S92000003,Male,"",Total,d,106,5046,189.485329156595,23,878,32.9702970668828,21243,797.708451699078
20200430,S92000003,Total,d,15 to 19,"",1,93,32.9836358606601,0,0,0,1131,401.12357159577
20200430,S92000003,Total,d,20 to 24,"",16,422,121.454227297845,0,0,0,2313,665.695800331553
20200430,S92000003,Total,d,25 to 44,"",79,2819,198.009091981861,0,11,0.772649880028546,14343,1007.46520265904
20200430,S92000003,Total,d,45 to 64,"",80,4383,292.129110002639,3,151,10.0642244148753,16342,1089.2023535622
20200430,S92000003,Total,d,65 to 74,"",27,1249,215.977866159433,10,288,49.8011412761542,4915,849.904893653813
20200430,S92000003,Total,d,75 to 84,"",60,1864,550.245307859888,14,570,168.261708948571,5182,1529.70557152894
20200430,S92000003,Total,d,85plus,"",69,1795,1412.41826465335,16,561,441.429886613108,3762,2960.17688669966
20200430,S92000003,Total,d,Total,d,335,12723,232.881225632859,43,1581,28.9385536214376,52788,966.22920213058
20200501,S92000003,Female,"",15 to 19,"",3,60,43.5457883964989,0,0,0,678,492.067408880438
20200501,S92000003,Female,"",20 to 24,"",10,333,194.293716086119,0,0,0,1602,934.710309819709
20200501,S92000003,Female,"",25 to 44,"",59,1943,269.682072179858,0,5,0.693983716366079,9481,1315.93192297336
20200501,S92000003,Female,"",45 to 64,"",60,2680,346.259940438122,4,58,7.49368527813847,10268,1326.64069717113
20200501,S92000003,Female,"",65 to 74,"",11,536,177.777188135363,6,99,32.8357119876883,2507,831.506363162975
20200501,S92000003,Female,"",75 to 84,"",40,960,502.554652818494,7,236,123.544685484546,2916,1526.50975793618
20200501,S92000003,Female,"",85plus,"",64,1233,1500.10949704358,7,329,400.272525975132,2499,3040.36791006643
20200501,S92000003,Female,"",Total,d,248,7796,278.399041244554,24,727,25.9615319375052,32301,1153.48479107752
20200501,S92000003,Male,"",15 to 19,"",1,35,24.2765585550592,0,0,0,507,351.663291069001
20200501,S92000003,Male,"",20 to 24,"",4,96,54.5250076675792,0,0,0,825,468.574284643259
20200501,S92000003,Male,"",25 to 44,"",25,904,128.556273233276,0,6,0.853249601105811,5380,765.080475658211
20200501,S92000003,Male,"",45 to 64,"",33,1736,238.993693374946,3,100,13.7669178211374,6759,930.50597553068
20200501,S92000003,Male,"",65 to 74,"",13,733,264.813095423033,8,203,73.3384152399395,2709,978.68850682264
20200501,S92000003,Male,"",75 to 84,"",20,964,652.524131208794,6,347,234.881611545074,2566,1736.90551937943
20200501,S92000003,Male,"",85plus,"",24,650,1447.88719844965,7,246,547.96961664402,1509,3361.32581917003
20200501,S92000003,Male,"",Total,d,120,5166,193.991520099677,24,902,33.8715352554992,22805,856.364037141528
20200501,S92000003,Total,d,15 to 19,"",4,97,34.4022868654197,0,0,0,1211,429.496591690961
20200501,S92000003,Total,d,20 to 24,"",14,436,125.483514459385,0,0,0,2523,726.135107754651
20200501,S92000003,Total,d,25 to 44,"",84,2903,203.909327429352,0,11,0.772649880028546,15464,1086.20524952377
20200501,S92000003,Total,d,45 to 64,"",93,4476,298.327605834318,7,158,10.5307778645715,17665,1177.38095555479
20200501,S92000003,Total,d,65 to 74,"",24,1273,220.127961265779,14,302,52.2220300881895,5244,906.795780736642
20200501,S92000003,Total,d,75 to 84,"",60,1924,567.95706669658,13,583,172.099256696521,5488,1620.03554159607
20200501,S92000003,Total,d,85plus,"",88,1883,1481.6621684358,14,575,452.445962214861,4008,3153.74507227332
20200501,S92000003,Total,d,Total,d,368,13091,239.61708125125801,48,1629,29.817143484707,56507,1034.30161257848
20200502,S92000003,Female,"",15 to 19,"",3,63,45.7230778163239,0,0,0,715,518.920645058279
20200502,S92000003,Female,"",20 to 24,"",13,346,201.878756053445,0,0,0,1697,990.139448042476
20200502,S92000003,Female,"",25 to 44,"",35,1978,274.539958194421,1,6,0.832780459639295,9911,1375.61452258084
20200502,S92000003,Female,"",45 to 64,"",54,2734,353.23681983501,1,59,7.6228867484512,10800,1395.37587937751
20200502,S92000003,Female,"",65 to 74,"",6,542,179.767231286132,4,103,34.1624074215343,2610,865.668770584509
20200502,S92000003,Female,"",75 to 84,"",10,970,507.789597118687,4,240,125.638663204623,3013,1577.28871764804
20200502,S92000003,Female,"",85plus,"",18,1251,1522.00890575954,11,340,413.655497968222,2604,3168.11446090956
20200502,S92000003,Female,"",Total,d,139,7935,283.36280044581,21,748,26.7114523923712,33726,1204.37225051486
20200502,S92000003,Male,"",15 to 19,"",1,36,24.9701745137752,0,0,0,534,370.390921954332
20200502,S92000003,Male,"",20 to 24,"",4,100,56.7968829870617,0,0,0,888,504.356320925108
20200502,S92000003,Male,"",25 to 44,"",9,913,129.836147634934,0,6,0.853249601105811,5718,813.146869853838
20200502,S92000003,Male,"",45 to 64,"",33,1769,243.536776255921,2,102,14.0422561775602,7150,984.334624211328
20200502,S92000003,Male,"",65 to 74,"",12,745,269.148371200763,1,204,73.699688221417,2827,1021.31871863699
20200502,S92000003,Male,"",75 to 84,"",10,974,659.293053731707,10,357,241.650534067987,2663,1802.56406785168
20200502,S92000003,Male,"",85plus,"",9,659,1467.93486735126,10,256,570.244804312476,1569,3494.97694518076
20200502,S92000003,Male,"",Total,d,78,5244,196.92054421268,23,925,34.7352218529232,23934,898.75978359769
20200502,S92000003,Total,d,15 to 19,"",4,101,35.8209378701793,0,0,0,1275,452.195007767114
20200502,S92000003,Total,d,20 to 24,"",17,453,130.376220298397,0,0,0,2681,771.608491434887
20200502,S92000003,Total,d,25 to 44,"",44,2947,206.999926949466,1,12,0.842890778212959,16232,1140.1502593294
20200502,S92000003,Total,d,45 to 64,"",87,4563,304.126198709113,3,161,10.7307293430128,18588,1238.89936042187
20200502,S92000003,Total,d,65 to 74,"",18,1291,223.240532595539,5,307,53.086633235345,5465,945.011239840913
20200502,S92000003,Total,d,75 to 84,"",20,1944,573.86098630881,14,597,176.232000425082,5682,1677.3035618347
20200502,S92000003,Total,d,85plus,"",27,1910,1502.90745709632,21,596,468.97007561749,4173,3283.57739186541
20200502,S92000003,Total,d,Total,d,217,13308,243.589039591456,44,1673,30.6225175260374,59061,1081.04991488661
20200503,S92000003,Female,"",15 to 19,"",3,66,47.9003672361488,0,0,0,748,542.870828676353
20200503,S92000003,Female,"",20 to 24,"",10,356,207.713402182158,0,0,0,1799,1049.65283855534
20200503,S92000003,Female,"",25 to 44,"",45,2023,280.785811641716,0,6,0.832780459639295,10325,1433.07637429595
20200503,S92000003,Female,"",45 to 64,"",39,2773,358.275677177206,0,59,7.6228867484512,11282,1457.65098806824
20200503,S92000003,Female,"",65 to 74,"",8,550,182.420622153824,1,104,34.4940812799958,2719,901.821221156812
20200503,S92000003,Female,"",75 to 84,"",9,979,512.50104698886,6,246,128.779629784739,3101,1623.35622748974
20200503,S92000003,Female,"",85plus,"",12,1263,1536.60851157019,11,351,427.038469961311,2681,3261.79526486118
20200503,S92000003,Female,"",Total,d,126,8061,287.862323175006,18,766,27.354241353685,35062,1252.08147564348
20200503,S92000003,Male,"",15 to 19,"",1,37,25.6637904724912,0,0,0,560,388.424936880948
20200503,S92000003,Male,"",20 to 24,"",4,104,59.0687583065441,0,0,0,958,544.114139016051
20200503,S92000003,Male,"",25 to 44,"",22,935,132.964729505656,0,6,0.853249601105811,6072,863.488596319081
20200503,S92000003,Male,"",45 to 64,"",17,1786,245.877152285515,1,103,14.1799253557716,7566,1041.60500234726
20200503,S92000003,Male,"",65 to 74,"",6,751,271.316009089628,2,206,74.4222341843721,2951,1066.1165683402
20200503,S92000003,Male,"",75 to 84,"",9,983,665.385084002329,8,365,247.065672086317,2742,1856.03855578269
20200503,S92000003,Male,"",85plus,"",4,663,1476.84494241864,7,263,585.837435680396,1617,3601.89784598935
20200503,S92000003,Male,"",Total,d,63,5307,199.286294457798,18,943,35.4111504943855,25091,942.206974607238
20200503,S92000003,Total,d,15 to 19,"",4,105,37.239588874938804,0,0,0,1334,473.120110087318
20200503,S92000003,Total,d,20 to 24,"",14,467,134.405507459937,0,0,0,2853,821.111162276662
20200503,S92000003,Total,d,25 to 44,"",67,3014,211.706067127822,0,12,0.842890778212959,17000,1194.09526913503
20200503,S92000003,Total,d,45 to 64,"",56,4619,307.858626306683,1,162,10.7973798358265,19486,1298.75150296861
20200503,S92000003,Total,d,65 to 74,"",14,1305,225.661421407574,3,310,53.6053951236383,5698,985.301746498357
20200503,S92000003,Total,d,75 to 84,"",18,1962,579.174513959818,14,611,180.364744153644,5849,1726.60129059683
20200503,S92000003,Total,d,85plus,"",16,1926,1515.49725778404,18,614,483.133601391173,4298,3381.93520973821
20200503,S92000003,Total,d,Total,d,189,13497,247.048487178079,36,1709,31.2814599234895,61554,1126.68167591016
20200504,S92000003,Female,"",15 to 19,"",2,68,49.3518935160321,0,0,0,788,571.901354274019
20200504,S92000003,Female,"",20 to 24,"",3,359,209.463796020771,0,0,0,1912,1115.58433980979
20200504,S92000003,Female,"",25 to 44,"",45,2068,287.03166508901,0,6,0.832780459639295,10788,1497.33926643145
20200504,S92000003,Female,"",45 to 64,"",63,2836,366.415369806908,2,61,7.88128968907666,11779,1521.86411881367
20200504,S92000003,Female,"",65 to 74,"",15,565,187.395730030746,1,105,34.8257551384573,2856,947.260539766037
20200504,S92000003,Female,"",75 to 84,"",38,1017,532.393835329592,5,251,131.397101934835,3285,1719.67920261328
20200504,S92000003,Female,"",85plus,"",49,1312,1596.22356863031,11,362,440.421441954401,2835,3449.15687276444
20200504,S92000003,Female,"",Total,d,216,8277,295.575790710771,19,785,28.0327408128495,36721,1311.32519157789
20200504,S92000003,Male,"",15 to 19,"",0,37,25.6637904724912,0,0,0,595,412.701495436007
20200504,S92000003,Male,"",20 to 24,"",1,105,59.6367271364147,0,0,0,1034,587.279770086218
20200504,S92000003,Male,"",25 to 44,"",19,954,135.666686575824,0,6,0.853249601105811,6370,905.86665984067
20200504,S92000003,Male,"",45 to 64,"",28,1814,249.731889275433,2,105,14.4552637121943,7926,1091.16590650335
20200504,S92000003,Male,"",65 to 74,"",15,766,276.735103811791,4,210,75.8673261102822,3101,1120.30751556183
20200504,S92000003,Male,"",75 to 84,"",22,1005,680.276713552737,5,370,250.450133347774,2876,1946.74211758972
20200504,S92000003,Male,"",85plus,"",28,691,1539.21546789032,10,273,608.112623348852,1695,3775.64430980331
20200504,S92000003,Male,"",Total,d,113,5420,203.52962426253401,21,964,36.1997339094248,26308,987.907261088328
20200504,S92000003,Total,d,15 to 19,"",2,107,37.9489143773186,0,0,0,1409,499.71981642656
20200504,S92000003,Total,d,20 to 24,"",4,471,135.556732363234,0,0,0,3042,875.506538957451
20200504,S92000003,Total,d,25 to 44,"",65,3079,216.271725509808,0,12,0.842890778212959,17761,1247.54859265336
20200504,S92000003,Total,d,45 to 64,"",91,4710,313.923821152734,4,166,11.0639818070815,20343,1355.87097530999
20200504,S92000003,Total,d,65 to 74,"",30,1335,230.849040290507,5,315,54.4699982707937,5985,1034.92996714508
20200504,S92000003,Total,d,75 to 84,"",60,2022,596.88627279651,10,621,183.316703959759,6167,1820.47361243129
20200504,S92000003,Total,d,85plus,"",77,2003,1576.08567359368,21,635,499.657714793803,4530,3564.48731971012
20200504,S92000003,Total,d,Total,d,330,13827,253.088792488057,40,1749,32.0136181428807,64430,1179.32385188439
20200505,S92000003,Female,"",15 to 19,"",3,71,51.5291829358571,0,0,0,845,613.269853250693
20200505,S92000003,Female,"",20 to 24,"",11,370,215.881906762355,0,0,0,2015,1175.68119493553
20200505,S92000003,Female,"",25 to 44,"",35,2103,291.889551103573,0,6,0.832780459639295,11299,1568.26440224407
20200505,S92000003,Female,"",45 to 64,"",68,2904,375.201069788174,2,63,8.13969262970213,12319,1591.63291278255
20200505,S92000003,Female,"",65 to 74,"",8,573,190.049120898438,1,106,35.1574289969188,2984,989.714793649109
20200505,S92000003,Female,"",75 to 84,"",19,1036,542.340229499958,4,255,133.491079654912,3459,1810.76723343664
20200505,S92000003,Female,"",85plus,"",32,1344,1635.15585079203,17,379,461.104216852812,3031,3687.61710100494
20200505,S92000003,Female,"",Total,d,177,8454,301.896548830356,24,809,28.8897927612678,38504,1374.9970092458
20200505,S92000003,Male,"",15 to 19,"",1,38,26.3574064312072,0,0,0,630,436.978053991066
20200505,S92000003,Male,"",20 to 24,"",3,108,61.3406336260266,0,0,0,1101,625.333681687549
20200505,S92000003,Male,"",25 to 44,"",26,980,139.364101513949,1,7,0.99545786795678,6701,952.93759616834
20200505,S92000003,Male,"",45 to 64,"",32,1846,254.137302978197,2,107,14.7306020686171,8292,1141.55282572872
20200505,S92000003,Male,"",65 to 74,"",11,777,280.709106608044,6,216,78.0349639991474,3265,1179.55628452415
20200505,S92000003,Male,"",75 to 84,"",23,1028,695.845235355436,9,379,256.542163618395,3003,2032.70743363071
20200505,S92000003,Male,"",85plus,"",14,705,1570.40073062616,8,281,625.932773483617,1757,3913.75047334774
20200505,S92000003,Male,"",Total,d,112,5532,207.735402476077,26,990,37.1760752804259,27539,1034.13326984611
20200505,S92000003,Total,d,15 to 19,"",4,111,39.3675653820782,0,0,0,1501,532.34878953603
20200505,S92000003,Total,d,20 to 24,"",14,485,139.586019524774,0,0,0,3212,924.433597347578
20200505,S92000003,Total,d,25 to 44,"",61,3140,220.556420299058,1,13,0.913131676397372,18603,1306.69142892464
20200505,S92000003,Total,d,45 to 64,"",100,4810,320.588870434108,4,170,11.3305837783365,21249,1416.25632179924
20200505,S92000003,Total,d,65 to 74,"",19,1354,234.134532249697,7,322,55.6804426768113,6277,1085.42279093896
20200505,S92000003,Total,d,75 to 84,"",42,2064,609.284503982194,13,634,187.154251707709,6468,1909.32760259536
20200505,S92000003,Total,d,85plus,"",46,2049,1612.28135057087,25,660,519.329278368362,4788,3767.49785579957
20200505,S92000003,Total,d,Total,d,289,14116,258.378635623158,50,1799,32.9288159171197,67444,1234.49197371552
20200506,S92000003,Female,"",15 to 19,"",4,75,54.4322354956236,0,0,0,907,658.267167927075
20200506,S92000003,Female,"",20 to 24,"",9,379,221.133088278196,0,0,0,2145,1251.53159460879
20200506,S92000003,Female,"",25 to 44,"",49,2152,298.690591523961,0,6,0.832780459639295,11913,1653.48560261382
20200506,S92000003,Female,"",45 to 64,"",59,2963,382.823956536625,1,64,8.26889410001486,12925,1669.92900379206
20200506,S92000003,Female,"",65 to 74,"",16,589,195.355902633822,3,109,36.1524505723032,3126,1036.81248155064
20200506,S92000003,Female,"",75 to 84,"",24,1060,554.90409582042,5,260,136.108551805009,3610,1889.81489236955
